pe,n,mean_overhead_pct,std_pct,ci95_low_pct,ci95_high_pct,status,method
2,30,-0.22813993245014993,0.509737559732161,-0.4184790653902374,-0.037800799510062516,PASS,Student-t
4,30,0.2604478496911697,0.868815835337533,-0.06397331493648001,0.5848690143188193,PASS,Student-t
8,30,0.10311782172156989,0.14422076098699063,0.04926490452110442,0.15697073892203534,PASS,Student-t
